batch_id,date,line,sku,color_family,wc_grade,container_type,product_line,complexity,run_hours,good_units,good_gallons,gallons_per_unit,yield_loss_frac,cfr_uh_batch,cfr_gal_hr,temperature_f,defect_flag
18042,2025-12-15,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,3.026,51.2,51.197,1.0,0.0184,17.236,17.236,68.1,0
18043,2025-12-15,HM30,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.6582,44.42,11.106,0.25,0.0249,27.473,6.868,68.1,0
18044,2025-12-15,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,1.1341,22.05,5.512,0.25,0.0114,19.666,4.916,68.1,0
18045,2025-12-15,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,5.5074,72.22,72.219,1.0,0.0288,13.502,13.502,68.1,0
18046,2025-12-15,HM43,Duration-Red-Quart,Red,7B,quart,Duration,complex,0.8157,18.02,4.506,0.25,0.008,22.275,5.569,68.1,0
18047,2025-12-15,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,2.2948,30.59,30.591,1.0,0.0243,13.663,13.663,68.1,0
18048,2025-12-15,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,1.8063,8.96,44.823,5.0,0.0212,5.071,25.354,68.1,0
18049,2025-12-15,HM43,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,complex,2.0361,9.12,45.604,5.0,0.1357,5.183,25.914,68.1,1
18050,2025-12-15,HM47,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.364,28.86,7.215,0.25,0.0553,22.396,5.599,68.1,0
18051,2025-12-15,HM47,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,1.5009,29.15,7.287,0.25,0.0514,20.474,5.118,68.1,0
18052,2025-12-15,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,2.5501,14.01,70.07,5.0,0.0385,5.715,28.577,68.1,0
18053,2025-12-15,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.4576,27.11,27.107,1.0,0.0346,19.264,19.264,68.1,0
18054,2025-12-15,HM47,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.404,41.89,10.473,0.25,0.0391,31.05,7.763,68.1,0
18055,2025-12-15,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,1.1452,19.26,19.26,1.0,0.0141,17.058,17.058,68.1,0
18056,2025-12-15,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,3.1918,80.99,20.248,0.25,0.0243,26.008,6.502,68.1,0
18057,2025-12-15,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,3.073,79.58,19.894,0.25,0.0208,26.447,6.612,68.1,0
18058,2025-12-15,HM56,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.6373,28.52,28.517,1.0,0.0009,17.434,17.434,68.1,0
18059,2025-12-15,HM56,Duration-White-Pail,White,6A,pail_5gal,Duration,standard,3.5674,22.16,110.806,5.0,0.0169,6.319,31.596,68.1,0
18060,2025-12-15,HM56,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.9011,29.27,29.273,1.0,0.0297,15.868,15.868,68.1,0
18061,2025-12-15,HM56,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.2002,40.29,10.072,0.25,0.1487,21.51,5.377,68.1,1
18062,2025-12-16,HM01,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,1.3471,22.2,22.198,1.0,0.0093,16.633,16.633,70.8,0
18063,2025-12-16,HM01,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.6328,41.31,10.327,0.25,0.0,25.298,6.325,70.8,0
18064,2025-12-16,HM01,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,3.7472,58.56,58.557,1.0,0.0344,16.183,16.183,70.8,0
18065,2025-12-16,HM01,Duration-White-Quart,White,6A,quart,Duration,standard,3.3335,88.24,22.059,0.25,0.0464,27.756,6.939,70.8,0
18066,2025-12-16,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,4.1369,91.18,22.795,0.25,0.0315,22.758,5.689,70.8,0
18067,2025-12-16,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.7718,46.19,11.547,0.25,0.0254,26.748,6.687,70.8,0
18068,2025-12-16,HM12,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,2.593,14.07,70.345,5.0,0.0164,5.516,27.581,70.8,0
18069,2025-12-16,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.1987,18.69,18.695,1.0,0.025,15.995,15.995,70.8,0
18070,2025-12-16,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.4113,55.49,13.873,0.25,0.029,23.701,5.925,70.8,0
18071,2025-12-16,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,8.9771,231.03,57.758,0.25,0.0116,26.038,6.509,70.8,0
18072,2025-12-16,HM13,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,2.1378,29.26,29.259,1.0,0.0375,14.219,14.219,70.8,0
18073,2025-12-16,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,3.7186,83.49,20.874,0.25,0.0388,23.36,5.84,70.8,0
18074,2025-12-16,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.4523,47.32,11.831,0.25,0.0263,19.82,4.955,70.8,0
18075,2025-12-16,HM14,Emerald-Blue/Green-Pail,Blue/Green,7A,pail_5gal,Emerald,complex,1.3224,4.34,21.717,5.0,0.031,3.389,16.947,70.8,0
18076,2025-12-16,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,2.1923,43.35,10.837,0.25,0.0361,20.514,5.129,70.8,0
18077,2025-12-16,HM16,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,3.4302,17.85,89.244,5.0,0.0421,5.432,27.159,70.8,0
18078,2025-12-16,HM20,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.288,22.28,22.277,1.0,0.0105,17.479,17.479,70.8,0
18079,2025-12-16,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.3698,24.9,24.896,1.0,0.0176,18.5,18.5,70.8,0
18080,2025-12-16,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.3945,19.82,19.82,1.0,0.0354,14.735,14.735,70.8,0
18081,2025-12-16,HM20,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,1.8153,35.6,8.9,0.25,0.0594,20.849,5.212,70.8,0
18082,2025-12-16,HM25,PrepRite-Black-Pail,Black,5A,pail_5gal,PrepRite,standard,1.015,5.44,27.185,5.0,0.0195,5.463,27.316,70.8,0
18083,2025-12-16,HM25,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.3668,6.53,32.658,5.0,0.0489,5.024,25.122,70.8,0
18084,2025-12-16,HM25,PrepRite-Black-Pail,Black,5A,pail_5gal,PrepRite,standard,5.2844,25.94,129.717,5.0,0.0197,5.008,25.04,70.8,0
18085,2025-12-16,HM25,PrepRite-Black-Pail,Black,5A,pail_5gal,PrepRite,standard,1.9987,9.58,47.89,5.0,0.0211,4.896,24.478,70.8,0
18086,2025-12-16,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,3.4271,54.39,54.388,1.0,0.0181,16.162,16.162,70.8,0
18087,2025-12-16,HM30,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.4649,24.25,24.251,1.0,0.0359,17.172,17.172,70.8,0
18088,2025-12-16,HM30,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,0.948,16.9,4.225,0.25,0.0255,18.294,4.573,70.8,0
18089,2025-12-16,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.8891,77.08,19.27,0.25,0.0026,26.75,6.688,70.8,0
18090,2025-12-16,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.6971,29.94,29.937,1.0,0.0285,18.157,18.157,70.8,0
18091,2025-12-16,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,3.917,86.27,21.567,0.25,0.0254,22.598,5.65,70.8,0
18092,2025-12-16,HM36,SuperPaint-White-Pail,White,6A,pail_5gal,SuperPaint,standard,2.7682,14.31,71.565,5.0,0.039,5.38,26.9,70.8,0
18093,2025-12-16,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,1.9233,40.12,10.03,0.25,0.0277,21.453,5.363,70.8,0
18094,2025-12-16,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,1.1866,19.38,19.381,1.0,0.0113,16.52,16.52,70.8,0
18095,2025-12-16,HM43,Emerald-Red-Quart,Red,7B,quart,Emerald,complex,1.8417,26.09,6.523,0.25,0.0485,14.889,3.722,70.8,0
18096,2025-12-16,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,2.5542,36.19,36.187,1.0,0.0275,14.569,14.569,70.8,0
18097,2025-12-16,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,2.2309,42.6,42.599,1.0,0.0219,19.522,19.522,70.8,0
18098,2025-12-16,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.5846,24.02,24.022,1.0,0.0227,15.511,15.511,70.8,0
18099,2025-12-16,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.7999,23.41,23.411,1.0,0.0308,13.42,13.42,70.8,0
18100,2025-12-16,HM47,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,2.7582,53.7,13.424,0.25,0.0466,20.421,5.105,70.8,0
18101,2025-12-16,HM47,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.7173,31.27,7.818,0.25,0.0382,18.935,4.734,70.8,0
18102,2025-12-16,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.8001,32.29,32.285,1.0,0.0613,19.106,19.106,70.8,0
18103,2025-12-16,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,3.5632,75.94,18.985,0.25,0.0287,21.943,5.486,70.8,0
18104,2025-12-16,HM50,ProMar200-Clear-Pail,Clear,8A,pail_5gal,ProMar200,standard,1.6998,8.05,40.234,5.0,0.0462,4.963,24.816,70.8,0
18105,2025-12-16,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,0.9808,18.06,18.059,1.0,0.0237,18.86,18.86,70.8,0
18106,2025-12-16,HM56,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,2.5612,57.84,14.459,0.25,0.0311,23.306,5.827,70.8,0
18107,2025-12-16,HM56,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,0.6909,17.05,4.263,0.25,0.0377,25.649,6.412,70.8,0
18108,2025-12-16,HM56,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.1115,25.82,6.455,0.25,0.0442,24.305,6.076,70.8,0
18109,2025-12-16,HM56,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.8845,31.79,31.79,1.0,0.0238,17.281,17.281,70.8,0
18110,2025-12-17,HM01,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,3.2387,47.99,11.998,0.25,0.028,15.245,3.811,51.6,0
18111,2025-12-17,HM01,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.9744,37.19,9.298,0.25,0.0143,19.109,4.777,51.6,0
18112,2025-12-17,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.5678,45.63,11.408,0.25,0.0428,18.564,4.641,51.6,0
18113,2025-12-17,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,3.8652,69.42,17.354,0.25,0.0471,18.846,4.712,51.6,0
18114,2025-12-17,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.7993,53.09,13.271,0.25,0.0181,19.314,4.828,51.6,0
18115,2025-12-17,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.3694,27.1,6.774,0.25,0.048,20.786,5.197,51.6,0
18116,2025-12-17,HM13,Emerald-Blue/Green-Pail,Blue/Green,7A,pail_5gal,Emerald,complex,2.7689,12.9,64.483,5.0,0.0461,4.883,24.413,51.6,0
18117,2025-12-17,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,3.6884,69.02,17.254,0.25,0.032,19.331,4.833,51.6,0
18118,2025-12-17,HM14,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.6518,62.2,15.55,0.25,0.0161,23.84,5.96,51.6,0
18119,2025-12-17,HM14,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.0641,37.66,9.414,0.25,0.0419,19.041,4.76,51.6,0
18120,2025-12-17,HM14,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,3.3557,40.98,40.982,1.0,0.0435,12.769,12.769,51.6,0
18121,2025-12-17,HM16,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,2.2705,13.5,67.491,5.0,0.0221,6.079,30.396,51.6,0
18122,2025-12-17,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,4.8421,122.86,30.716,0.25,0.0268,26.073,6.518,51.6,0
18123,2025-12-17,HM16,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,3.3099,13.53,67.675,5.0,0.0524,4.316,21.578,51.6,0
18124,2025-12-17,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,4.023,87.61,21.903,0.25,0.0477,22.87,5.718,51.6,0
18125,2025-12-17,HM16,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,2.609,11.08,55.388,5.0,0.0268,4.363,21.814,51.6,0
18126,2025-12-17,HM20,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.2152,5.25,26.273,5.0,0.0482,4.543,22.716,51.6,0
18127,2025-12-17,HM20,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.6441,61.25,15.312,0.25,0.033,23.954,5.989,51.6,0
18128,2025-12-17,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.9976,33.08,33.079,1.0,0.0523,17.474,17.474,51.6,0
18129,2025-12-17,HM20,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.357,29.34,7.335,0.25,0.0385,22.488,5.622,51.6,0
18130,2025-12-17,HM20,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.0705,30.87,30.874,1.0,0.0482,15.666,15.666,51.6,0
18131,2025-12-17,HM25,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.5928,6.24,31.192,5.0,0.0187,3.991,19.956,51.6,0
18132,2025-12-17,HM25,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.2803,24.28,6.07,0.25,0.0208,19.367,4.842,51.6,0
18133,2025-12-17,HM25,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.3352,19.38,19.379,1.0,0.02,14.811,14.811,51.6,0
18134,2025-12-17,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.16,23.2,23.202,1.0,0.0337,20.698,20.698,51.6,0
18135,2025-12-17,HM30,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,0.8666,3.94,19.676,5.0,0.038,4.72,23.6,51.6,0
18136,2025-12-17,HM30,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.3162,7.72,38.589,5.0,0.0392,6.103,30.515,51.6,0
18137,2025-12-17,HM30,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.1184,26.31,26.305,1.0,0.0225,12.704,12.704,51.6,0
18138,2025-12-17,HM30,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.6903,34.72,8.681,0.25,0.0342,21.269,5.317,51.6,0
18139,2025-12-17,HM36,Duration-White-Gallon,White,6A,gallon,Duration,standard,2.3586,36.62,36.619,1.0,0.0069,15.634,15.634,51.6,0
18140,2025-12-17,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,3.3602,41.34,41.344,1.0,0.0402,12.819,12.819,51.6,0
18141,2025-12-17,HM36,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,2.4888,51.86,12.965,0.25,0.0208,21.28,5.32,51.6,0
18142,2025-12-17,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,0.7385,12.17,3.042,0.25,0.1692,19.828,4.957,51.6,1
18143,2025-12-17,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,4.0934,73.12,73.121,1.0,0.014,18.117,18.117,51.6,0
18144,2025-12-17,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,2.1532,8.1,40.493,5.0,0.161,4.483,22.414,51.6,1
18145,2025-12-17,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,1.8985,31.25,31.251,1.0,0.0461,17.256,17.256,51.6,0
18146,2025-12-17,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,3.1332,14.16,70.78,5.0,0.0264,4.64,23.202,51.6,0
18147,2025-12-17,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,2.2583,37.45,37.446,1.0,0.0334,17.155,17.155,51.6,0
18148,2025-12-17,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,3.5029,49.0,49.002,1.0,0.0265,14.37,14.37,51.6,0
18149,2025-12-17,HM47,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,1.9777,7.78,38.889,5.0,0.0432,4.11,20.552,51.6,0
18150,2025-12-17,HM47,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.1761,24.87,6.219,0.25,0.0439,22.122,5.531,51.6,0
18151,2025-12-17,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,1.8861,47.81,11.953,0.25,0.0408,26.429,6.607,51.6,0
18152,2025-12-17,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,1.0904,17.53,17.535,1.0,0.0266,16.521,16.521,51.6,0
18153,2025-12-17,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,3.8536,91.48,22.871,0.25,0.0486,24.953,6.238,51.6,0
18154,2025-12-17,HM56,Duration-White-Quart,White,6A,quart,Duration,standard,3.2764,70.1,17.524,0.25,0.0115,21.644,5.411,51.6,0
18155,2025-12-17,HM56,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,3.4803,56.24,56.243,1.0,0.0313,16.682,16.682,51.6,0
18156,2025-12-17,HM56,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,1.7677,35.13,8.783,0.25,0.0261,20.407,5.102,51.6,0
18157,2025-12-17,HM56,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,2.4687,34.91,34.913,1.0,0.0193,14.42,14.42,51.6,0
18158,2025-12-17,HM56,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,2.0401,35.15,35.152,1.0,0.0396,17.941,17.941,51.6,0
18159,2025-12-18,HM01,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.8438,29.07,29.073,1.0,0.0433,16.482,16.482,60.1,0
18160,2025-12-18,HM01,Duration-White-Gallon,White,6A,gallon,Duration,standard,2.073,35.39,35.391,1.0,0.0209,17.436,17.436,60.1,0
18161,2025-12-18,HM01,Duration-White-Quart,White,6A,quart,Duration,standard,1.697,38.3,9.575,0.25,0.0371,23.44,5.86,60.1,0
18162,2025-12-18,HM01,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,1.0128,15.86,15.863,1.0,0.014,15.883,15.883,60.1,0
18163,2025-12-18,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.1844,41.51,10.377,0.25,0.0287,19.564,4.891,60.1,0
18164,2025-12-18,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.5319,24.48,24.485,1.0,0.0017,16.01,16.01,60.1,0
18165,2025-12-18,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,2.798,44.97,44.973,1.0,0.0221,16.437,16.437,60.1,0
18166,2025-12-18,HM13,Emerald-Blue/Green-Gallon,Blue/Green,7A,gallon,Emerald,complex,3.7435,51.71,51.714,1.0,0.0349,14.314,14.314,60.1,0
18167,2025-12-18,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,1.3745,33.27,8.318,0.25,0.0281,24.906,6.226,60.1,0
18168,2025-12-18,HM14,Emerald-Blue/Green-Gallon,Blue/Green,7A,gallon,Emerald,complex,2.0605,28.73,28.731,1.0,0.0405,14.532,14.532,60.1,0
18169,2025-12-18,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.6569,40.72,10.181,0.25,0.0397,25.596,6.399,60.1,0
18170,2025-12-18,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,1.8463,45.13,11.282,0.25,0.1385,28.373,7.093,60.1,1
18171,2025-12-18,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,2.7517,43.29,43.285,1.0,0.0293,16.206,16.206,60.1,0
18172,2025-12-18,HM16,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,1.2171,5.37,26.836,5.0,0.0093,4.451,22.256,60.1,0
18173,2025-12-18,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.4954,27.46,27.456,1.0,0.0521,19.37,19.37,60.1,0
18174,2025-12-18,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.8118,27.08,27.082,1.0,0.0405,15.578,15.578,60.1,0
18175,2025-12-18,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.1376,34.15,34.148,1.0,0.0321,16.504,16.504,60.1,0
18176,2025-12-18,HM20,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,3.2036,51.71,12.929,0.25,0.0412,16.836,4.209,60.1,0
18177,2025-12-18,HM20,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,5.6804,23.49,117.455,5.0,0.037,4.295,21.473,60.1,0
18178,2025-12-18,HM20,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,1.4369,39.89,9.973,0.25,0.0235,28.431,7.108,60.1,0
18179,2025-12-18,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.1263,40.77,40.769,1.0,0.0478,20.136,20.136,60.1,0
18180,2025-12-18,HM25,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.8275,31.68,7.92,0.25,0.1612,20.668,5.167,60.1,1
18181,2025-12-18,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.971,47.14,47.136,1.0,0.0514,16.726,16.726,60.1,0
18182,2025-12-18,HM30,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.6105,32.2,8.051,0.25,0.0126,20.252,5.063,60.1,0
18183,2025-12-18,HM30,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.701,9.67,48.339,5.0,0.0031,5.701,28.505,60.1,0
18184,2025-12-18,HM30,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.8474,65.32,16.33,0.25,0.0461,24.049,6.012,60.1,0
18185,2025-12-18,HM30,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.2826,26.38,26.384,1.0,0.0314,21.239,21.239,60.1,0
18186,2025-12-18,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,0.5658,14.38,3.594,0.25,0.0149,25.793,6.448,60.1,0
18187,2025-12-18,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,3.2731,71.04,17.76,0.25,0.0251,22.262,5.566,60.1,0
18188,2025-12-18,HM36,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.0876,14.53,14.533,1.0,0.0462,14.009,14.009,60.1,0
18189,2025-12-18,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,1.653,7.36,36.786,5.0,0.0144,4.516,22.578,60.1,0
18190,2025-12-18,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,6.0842,90.23,90.233,1.0,0.0108,14.992,14.992,60.1,0
18191,2025-12-18,HM47,Duration-Red-Quart,Red,7B,quart,Duration,standard,0.8981,19.18,4.796,0.25,0.029,21.997,5.499,60.1,0
18192,2025-12-18,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,0.5394,9.95,9.947,1.0,0.0399,19.208,19.208,60.1,0
18193,2025-12-18,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,0.7711,12.16,12.156,1.0,0.0582,16.74,16.74,60.1,0
18194,2025-12-18,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.0058,18.6,18.603,1.0,0.0284,19.036,19.036,60.1,0
18195,2025-12-18,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.1509,22.14,22.142,1.0,0.0094,19.421,19.421,60.1,0
18196,2025-12-18,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,2.9903,66.19,16.548,0.25,0.0483,23.259,5.815,60.1,0
18197,2025-12-18,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,1.1376,21.79,21.787,1.0,0.0336,19.818,19.818,60.1,0
18198,2025-12-18,HM56,Duration-White-Pail,White,6A,pail_5gal,Duration,standard,1.5774,6.68,33.403,5.0,0.0168,4.307,21.536,60.1,0
18199,2025-12-18,HM56,SuperPaint-White-Pail,White,6A,pail_5gal,SuperPaint,standard,1.7242,7.69,38.472,5.0,0.13,5.129,25.647,60.1,1
18200,2025-12-18,HM56,Duration-White-Quart,White,6A,quart,Duration,standard,2.9979,78.38,19.595,0.25,0.0356,27.111,6.778,60.1,0
18201,2025-12-18,HM56,Duration-White-Quart,White,6A,quart,Duration,standard,3.1548,72.42,18.104,0.25,0.0267,23.583,5.896,60.1,0
18202,2025-12-19,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,1.376,31.97,7.993,0.25,0.0304,23.964,5.991,62.2,0
18203,2025-12-19,HM01,Duration-White-Quart,White,6A,quart,Duration,standard,2.8569,55.32,13.83,0.25,0.0317,19.998,5.0,62.2,0
18204,2025-12-19,HM01,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.3182,27.01,6.753,0.25,0.045,21.458,5.364,62.2,0
18205,2025-12-19,HM01,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.733,46.93,11.733,0.25,0.0185,27.591,6.898,62.2,0
18206,2025-12-19,HM01,Duration-White-Quart,White,6A,quart,Duration,standard,1.4799,34.07,8.517,0.25,0.0359,23.877,5.969,62.2,0
18207,2025-12-19,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.212,19.56,19.563,1.0,0.0348,16.723,16.723,62.2,0
18208,2025-12-19,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,2.6199,30.61,30.614,1.0,0.0508,12.311,12.311,62.2,0
18209,2025-12-19,HM12,Emerald-Blue/Green-Pail,Blue/Green,7A,pail_5gal,Emerald,complex,1.6123,8.32,41.602,5.0,0.0366,5.357,26.784,62.2,0
18210,2025-12-19,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.0921,42.78,10.694,0.25,0.0216,20.899,5.225,62.2,0
