date,line,hours_down,code
2026-01-05,HM43,0.458,ELEC
2026-01-05,HM47,0.507,ELEC
2026-01-05,HM50,1.17,MATERIAL
2026-01-05,HM56,0.812,ELEC
2026-01-06,HM01,1.841,MECH
2026-01-06,HM12,0.605,PLANNED_PM
2026-01-06,HM13,0.994,PLANNED_PM
2026-01-06,HM14,1.04,PLANNED_PM
2026-01-06,HM16,0.503,PLANNED_PM
2026-01-06,HM20,1.12,ELEC
2026-01-06,HM25,1.323,MECH
2026-01-06,HM30,0.938,ELEC
2026-01-06,HM36,1.353,PLANNED_PM
2026-01-06,HM43,4.663,OPERATOR
2026-01-06,HM47,0.514,MATERIAL
2026-01-06,HM50,4.446,MATERIAL
2026-01-06,HM56,4.898,ELEC
2026-01-07,HM01,0.839,ELEC
2026-01-07,HM12,1.694,OPERATOR
2026-01-07,HM13,0.97,PLANNED_PM
2026-01-07,HM14,0.64,OPERATOR
2026-01-07,HM16,0.653,MATERIAL
2026-01-07,HM20,0.878,OPERATOR
2026-01-07,HM25,0.987,OPERATOR
2026-01-07,HM30,0.284,OPERATOR
2026-01-07,HM36,1.3,MATERIAL
2026-01-07,HM43,2.13,OPERATOR
2026-01-07,HM47,3.108,MATERIAL
2026-01-07,HM50,1.437,MECH
2026-01-07,HM56,0.933,OPERATOR
2026-01-08,HM01,0.159,MATERIAL
2026-01-08,HM12,1.023,ELEC
2026-01-08,HM13,2.872,PLANNED_PM
2026-01-08,HM14,0.556,ELEC
2026-01-08,HM16,1.014,MECH
2026-01-08,HM20,0.753,MATERIAL
2026-01-08,HM25,1.091,PLANNED_PM
2026-01-08,HM30,0.474,OPERATOR
2026-01-08,HM36,0.526,PLANNED_PM
2026-01-08,HM43,0.823,PLANNED_PM
2026-01-08,HM47,0.418,MECH
2026-01-08,HM50,0.887,MATERIAL
2026-01-08,HM56,1.146,PLANNED_PM
2026-01-09,HM01,0.963,ELEC
2026-01-09,HM12,3.742,PLANNED_PM
2026-01-09,HM13,0.596,MATERIAL
2026-01-09,HM14,2.001,ELEC
2026-01-09,HM16,0.849,MECH
2026-01-09,HM20,0.698,OPERATOR
2026-01-09,HM25,0.23,OPERATOR
2026-01-09,HM30,0.833,OPERATOR
2026-01-09,HM36,1.987,PLANNED_PM
2026-01-09,HM43,1.878,MATERIAL
2026-01-09,HM47,0.773,OPERATOR
2026-01-09,HM50,0.611,OPERATOR
2026-01-09,HM56,0.316,PLANNED_PM
2026-01-10,HM01,1.066,ELEC
2026-01-10,HM12,0.735,OPERATOR
2026-01-10,HM13,0.618,MECH
2026-01-10,HM14,0.566,MECH
2026-01-10,HM16,0.645,MECH
2026-01-10,HM20,0.433,MECH
2026-01-10,HM25,1.063,MATERIAL
2026-01-10,HM30,0.3,MATERIAL
2026-01-10,HM36,1.126,MATERIAL
2026-01-10,HM43,3.86,ELEC
2026-01-10,HM47,1.173,OPERATOR
2026-01-10,HM50,0.188,ELEC
2026-01-10,HM56,0.438,MATERIAL
2026-01-11,HM01,1.342,ELEC
2026-01-11,HM12,0.866,PLANNED_PM
2026-01-11,HM13,1.182,ELEC
2026-01-11,HM14,0.739,ELEC
2026-01-11,HM16,0.56,OPERATOR
2026-01-11,HM20,0.505,PLANNED_PM
2026-01-11,HM25,0.874,MECH
2026-01-11,HM30,0.838,ELEC
2026-01-11,HM36,0.731,MECH
2026-01-11,HM43,1.652,ELEC
2026-01-11,HM47,0.35,PLANNED_PM
2026-01-11,HM50,3.973,OPERATOR
2026-01-11,HM56,1.733,MECH
2026-01-12,HM01,0.735,ELEC
2026-01-12,HM12,1.313,MATERIAL
2026-01-12,HM13,3.473,ELEC
2026-01-12,HM14,0.541,MATERIAL
2026-01-12,HM16,0.747,PLANNED_PM
2026-01-12,HM20,2.199,MATERIAL
2026-01-12,HM25,1.054,PLANNED_PM
2026-01-12,HM30,0.902,MATERIAL
2026-01-12,HM36,0.918,MATERIAL
2026-01-12,HM43,0.897,PLANNED_PM
2026-01-12,HM47,0.367,MECH
2026-01-12,HM50,0.624,ELEC
2026-01-12,HM56,1.74,MATERIAL
2026-01-13,HM01,0.814,ELEC
2026-01-13,HM12,0.421,MATERIAL
2026-01-13,HM13,0.837,PLANNED_PM
2026-01-13,HM14,0.685,PLANNED_PM
2026-01-13,HM16,0.976,MECH
2026-01-13,HM20,0.961,MECH
2026-01-13,HM25,0.922,MECH
2026-01-13,HM30,0.401,OPERATOR
2026-01-13,HM36,0.501,MATERIAL
2026-01-13,HM43,0.443,PLANNED_PM
2026-01-13,HM47,2.148,PLANNED_PM
2026-01-13,HM50,1.722,OPERATOR
2026-01-13,HM56,0.965,ELEC
2026-01-14,HM01,0.855,ELEC
2026-01-14,HM12,1.15,OPERATOR
2026-01-14,HM13,7.02,OPERATOR
2026-01-14,HM14,1.228,MATERIAL
2026-01-14,HM16,1.789,OPERATOR
2026-01-14,HM20,1.035,PLANNED_PM
2026-01-14,HM25,1.41,MATERIAL
2026-01-14,HM30,0.847,MECH
2026-01-14,HM36,0.448,MATERIAL
2026-01-14,HM43,0.827,OPERATOR
2026-01-14,HM47,0.916,MATERIAL
2026-01-14,HM50,0.349,OPERATOR
2026-01-14,HM56,0.792,MECH
2026-01-15,HM01,0.245,ELEC
2026-01-15,HM12,1.324,MECH
2026-01-15,HM13,1.95,PLANNED_PM
2026-01-15,HM14,0.7,ELEC
2026-01-15,HM16,2.235,MATERIAL
2026-01-15,HM20,0.989,MECH
2026-01-15,HM25,0.319,OPERATOR
2026-01-15,HM30,2.453,PLANNED_PM
2026-01-15,HM36,1.197,MATERIAL
2026-01-15,HM43,1.325,OPERATOR
2026-01-15,HM47,1.321,MATERIAL
2026-01-15,HM50,0.42,ELEC
2026-01-15,HM56,1.32,ELEC
2026-01-16,HM01,1.437,PLANNED_PM
2026-01-16,HM12,0.65,OPERATOR
2026-01-16,HM13,1.032,PLANNED_PM
2026-01-16,HM14,0.539,ELEC
2026-01-16,HM16,0.894,ELEC
2026-01-16,HM20,1.128,PLANNED_PM
2026-01-16,HM25,0.68,OPERATOR
2026-01-16,HM30,2.461,PLANNED_PM
2026-01-16,HM36,0.637,ELEC
2026-01-16,HM43,0.493,ELEC
2026-01-16,HM47,0.874,MATERIAL
2026-01-16,HM50,0.718,ELEC
2026-01-16,HM56,0.81,MATERIAL
2026-01-17,HM01,0.409,OPERATOR
2026-01-17,HM12,2.611,ELEC
2026-01-17,HM13,0.6,ELEC
2026-01-17,HM14,0.902,ELEC
2026-01-17,HM16,0.836,MATERIAL
2026-01-17,HM20,1.011,MATERIAL
2026-01-17,HM25,0.312,ELEC
2026-01-17,HM30,4.219,MECH
2026-01-17,HM36,0.888,OPERATOR
2026-01-17,HM43,0.358,MECH
2026-01-17,HM47,0.619,ELEC
2026-01-17,HM50,0.738,MECH
2026-01-17,HM56,1.04,ELEC
2026-01-18,HM01,1.454,MECH
2026-01-18,HM12,2.931,OPERATOR
2026-01-18,HM13,0.932,MATERIAL
2026-01-18,HM14,0.945,OPERATOR
2026-01-18,HM16,0.377,ELEC
2026-01-18,HM20,1.049,MECH
2026-01-18,HM25,0.387,ELEC
2026-01-18,HM30,0.603,MECH
2026-01-18,HM36,1.014,PLANNED_PM
2026-01-18,HM43,2.661,MATERIAL
2026-01-18,HM47,0.891,MECH
2026-01-18,HM50,1.483,PLANNED_PM
2026-01-18,HM56,0.411,MATERIAL
2026-01-19,HM01,0.846,OPERATOR
2026-01-19,HM12,2.415,OPERATOR
2026-01-19,HM13,1.682,PLANNED_PM
2026-01-19,HM14,5.508,PLANNED_PM
2026-01-19,HM16,1.182,OPERATOR
2026-01-19,HM20,1.015,MECH
2026-01-19,HM25,0.475,OPERATOR
2026-01-19,HM30,0.717,ELEC
2026-01-19,HM36,1.009,ELEC
2026-01-19,HM43,0.803,ELEC
2026-01-19,HM47,0.65,ELEC
2026-01-19,HM50,1.289,PLANNED_PM
2026-01-19,HM56,1.308,MECH
2026-01-20,HM01,0.915,MECH
2026-01-20,HM12,2.715,PLANNED_PM
2026-01-20,HM13,2.745,MATERIAL
2026-01-20,HM14,0.297,ELEC
2026-01-20,HM16,0.685,MECH
2026-01-20,HM20,4.692,MATERIAL
2026-01-20,HM25,1.58,OPERATOR
2026-01-20,HM30,2.524,ELEC
2026-01-20,HM36,0.651,MATERIAL
2026-01-20,HM43,0.408,MECH
2026-01-20,HM47,0.244,ELEC
2026-01-20,HM50,2.974,PLANNED_PM
2026-01-20,HM56,1.399,MATERIAL
2026-01-21,HM01,0.673,ELEC
2026-01-21,HM12,2.724,OPERATOR
2026-01-21,HM13,1.17,MATERIAL
2026-01-21,HM14,0.669,OPERATOR
2026-01-21,HM16,0.959,OPERATOR
2026-01-21,HM20,2.19,ELEC
2026-01-21,HM25,0.976,OPERATOR
2026-01-21,HM30,0.746,OPERATOR
2026-01-21,HM36,0.561,ELEC
2026-01-21,HM43,1.028,OPERATOR
2026-01-21,HM47,0.437,PLANNED_PM
2026-01-21,HM50,2.2,OPERATOR
2026-01-21,HM56,1.075,PLANNED_PM
2026-01-22,HM01,1.129,MECH
2026-01-22,HM12,1.195,PLANNED_PM
2026-01-22,HM13,0.557,OPERATOR
2026-01-22,HM14,1.701,OPERATOR
2026-01-22,HM16,0.598,MECH
2026-01-22,HM20,1.073,MATERIAL
2026-01-22,HM25,1.2,ELEC
2026-01-22,HM30,0.691,MECH
2026-01-22,HM36,1.05,ELEC
2026-01-22,HM43,1.589,OPERATOR
2026-01-22,HM47,1.366,PLANNED_PM
2026-01-22,HM50,9.013,ELEC
2026-01-22,HM56,0.538,MECH
2026-01-23,HM01,0.727,MECH
2026-01-23,HM12,0.988,MECH
2026-01-23,HM13,2.402,OPERATOR
2026-01-23,HM14,0.313,MECH
2026-01-23,HM16,0.752,PLANNED_PM
2026-01-23,HM20,9.6,MATERIAL
2026-01-23,HM25,0.787,OPERATOR
2026-01-23,HM30,0.987,OPERATOR
2026-01-23,HM36,0.939,OPERATOR
2026-01-23,HM43,0.634,OPERATOR
2026-01-23,HM47,1.238,OPERATOR
2026-01-23,HM50,0.81,PLANNED_PM
2026-01-23,HM56,0.631,OPERATOR
2026-01-24,HM01,0.641,PLANNED_PM
2026-01-24,HM12,0.876,OPERATOR
2026-01-24,HM13,1.351,OPERATOR
2026-01-24,HM14,0.431,MATERIAL
2026-01-24,HM16,0.229,ELEC
2026-01-24,HM20,0.838,ELEC
2026-01-24,HM25,0.561,OPERATOR
2026-01-24,HM30,0.614,MECH
2026-01-24,HM36,1.506,ELEC
2026-01-24,HM43,0.684,PLANNED_PM
2026-01-24,HM47,0.825,OPERATOR
2026-01-24,HM50,0.457,ELEC
2026-01-24,HM56,2.754,MECH
2026-01-25,HM01,0.737,OPERATOR
2026-01-25,HM12,0.781,ELEC
2026-01-25,HM13,2.055,MECH
2026-01-25,HM14,0.615,ELEC
2026-01-25,HM16,0.627,ELEC
2026-01-25,HM20,0.875,PLANNED_PM
2026-01-25,HM25,0.655,OPERATOR
2026-01-25,HM30,0.613,MECH
2026-01-25,HM36,1.689,ELEC
2026-01-25,HM43,0.753,PLANNED_PM
2026-01-25,HM47,0.208,OPERATOR
2026-01-25,HM50,0.6,PLANNED_PM
2026-01-25,HM56,4.896,PLANNED_PM
2026-01-26,HM01,1.277,PLANNED_PM
2026-01-26,HM12,0.344,MATERIAL
2026-01-26,HM13,0.577,PLANNED_PM
2026-01-26,HM14,1.232,OPERATOR
2026-01-26,HM16,0.873,PLANNED_PM
2026-01-26,HM20,0.238,MATERIAL
2026-01-26,HM25,0.755,OPERATOR
2026-01-26,HM30,5.196,MATERIAL
2026-01-26,HM36,0.968,ELEC
2026-01-26,HM43,1.001,OPERATOR
2026-01-26,HM47,1.088,PLANNED_PM
2026-01-26,HM50,1.245,MECH
2026-01-26,HM56,1.91,MATERIAL
2026-01-27,HM01,1.275,PLANNED_PM
2026-01-27,HM12,1.826,PLANNED_PM
2026-01-27,HM13,0.625,MATERIAL
2026-01-27,HM14,0.49,PLANNED_PM
2026-01-27,HM16,3.575,MATERIAL
2026-01-27,HM20,0.592,ELEC
2026-01-27,HM25,4.154,OPERATOR
2026-01-27,HM30,0.819,PLANNED_PM
2026-01-27,HM36,2.659,ELEC
2026-01-27,HM43,1.227,PLANNED_PM
2026-01-27,HM47,1.361,MECH
2026-01-27,HM50,0.604,MECH
2026-01-27,HM56,1.37,MATERIAL
2026-01-28,HM01,1.069,MECH
2026-01-28,HM12,0.948,ELEC
2026-01-28,HM13,0.878,ELEC
2026-01-28,HM14,0.917,MATERIAL
2026-01-28,HM16,1.821,MATERIAL
2026-01-28,HM20,0.527,OPERATOR
2026-01-28,HM25,0.915,MECH
2026-01-28,HM30,0.617,OPERATOR
2026-01-28,HM36,0.599,MATERIAL
2026-01-28,HM43,6.125,PLANNED_PM
2026-01-28,HM47,0.488,PLANNED_PM
2026-01-28,HM50,1.165,MECH
2026-01-28,HM56,0.985,ELEC
2026-01-29,HM01,0.843,MATERIAL
2026-01-29,HM12,0.464,MECH
2026-01-29,HM13,0.705,MATERIAL
2026-01-29,HM14,0.418,ELEC
2026-01-29,HM16,0.875,PLANNED_PM
2026-01-29,HM20,0.285,ELEC
2026-01-29,HM25,1.714,PLANNED_PM
2026-01-29,HM30,0.619,MATERIAL
2026-01-29,HM36,0.67,PLANNED_PM
2026-01-29,HM43,0.516,ELEC
2026-01-29,HM47,1.605,ELEC
2026-01-29,HM50,0.407,MATERIAL
2026-01-29,HM56,5.517,OPERATOR
2026-01-30,HM01,0.475,PLANNED_PM
2026-01-30,HM12,0.633,MATERIAL
2026-01-30,HM13,0.734,MECH
2026-01-30,HM14,0.894,MATERIAL
2026-01-30,HM16,0.861,MECH
2026-01-30,HM20,0.822,PLANNED_PM
2026-01-30,HM25,0.369,OPERATOR
2026-01-30,HM30,0.421,MECH
2026-01-30,HM36,1.949,ELEC
2026-01-30,HM43,4.138,ELEC
2026-01-30,HM47,0.711,ELEC
2026-01-30,HM50,1.019,MECH
2026-01-30,HM56,1.264,ELEC
2026-01-31,HM01,0.426,PLANNED_PM
2026-01-31,HM12,1.423,MECH
2026-01-31,HM13,1.691,ELEC
2026-01-31,HM14,0.628,PLANNED_PM
2026-01-31,HM16,3.421,PLANNED_PM
2026-01-31,HM20,1.274,MECH
2026-01-31,HM25,0.808,OPERATOR
2026-01-31,HM30,0.729,OPERATOR
2026-01-31,HM36,0.869,MATERIAL
2026-01-31,HM43,1.21,MATERIAL
2026-01-31,HM47,1.277,MATERIAL
2026-01-31,HM50,0.492,MATERIAL
2026-01-31,HM56,0.877,OPERATOR
2026-02-01,HM01,0.447,MECH
2026-02-01,HM12,0.627,MECH
2026-02-01,HM13,0.803,MECH
2026-02-01,HM14,0.318,PLANNED_PM
2026-02-01,HM16,0.825,ELEC
2026-02-01,HM20,0.451,MATERIAL
2026-02-01,HM25,0.474,PLANNED_PM
2026-02-01,HM30,0.912,MECH
2026-02-01,HM36,1.383,PLANNED_PM
2026-02-01,HM43,0.649,OPERATOR
2026-02-01,HM47,1.45,OPERATOR
2026-02-01,HM50,0.253,PLANNED_PM
2026-02-01,HM56,1.674,PLANNED_PM
2026-02-02,HM01,5.32,OPERATOR
2026-02-02,HM12,0.928,PLANNED_PM
2026-02-02,HM13,1.329,ELEC
2026-02-02,HM14,0.907,MECH
2026-02-02,HM16,0.786,PLANNED_PM
2026-02-02,HM20,2.67,OPERATOR
2026-02-02,HM25,0.631,MATERIAL
2026-02-02,HM30,0.455,PLANNED_PM
2026-02-02,HM36,1.107,ELEC
2026-02-02,HM43,1.486,MECH
2026-02-02,HM47,0.956,MECH
2026-02-02,HM50,0.465,OPERATOR
2026-02-02,HM56,0.445,ELEC
2026-02-03,HM01,0.619,PLANNED_PM
2026-02-03,HM12,0.437,OPERATOR
2026-02-03,HM13,0.392,MECH
2026-02-03,HM14,0.426,PLANNED_PM
2026-02-03,HM16,1.051,OPERATOR
2026-02-03,HM20,1.746,MATERIAL
2026-02-03,HM25,1.026,PLANNED_PM
2026-02-03,HM30,0.855,PLANNED_PM
2026-02-03,HM36,0.361,MECH
2026-02-03,HM43,0.574,PLANNED_PM
2026-02-03,HM47,1.872,MATERIAL
2026-02-03,HM50,6.437,MATERIAL
2026-02-03,HM56,0.452,MECH
2026-02-04,HM01,0.875,MATERIAL
2026-02-04,HM12,1.357,ELEC
2026-02-04,HM13,1.134,ELEC
2026-02-04,HM14,0.791,PLANNED_PM
2026-02-04,HM16,0.844,MATERIAL
2026-02-04,HM20,0.416,OPERATOR
2026-02-04,HM25,3.269,MATERIAL
2026-02-04,HM30,3.492,OPERATOR
2026-02-04,HM36,1.392,PLANNED_PM
2026-02-04,HM43,1.405,PLANNED_PM
2026-02-04,HM47,2.787,ELEC
2026-02-04,HM50,0.708,MECH
2026-02-04,HM56,1.085,OPERATOR
2026-02-05,HM01,0.586,ELEC
2026-02-05,HM12,0.533,MECH
2026-02-05,HM13,0.949,MECH
2026-02-05,HM14,2.683,PLANNED_PM
2026-02-05,HM16,0.539,MECH
2026-02-05,HM20,0.718,MATERIAL
2026-02-05,HM25,0.932,PLANNED_PM
2026-02-05,HM30,1.605,OPERATOR
2026-02-05,HM36,5.559,PLANNED_PM
2026-02-05,HM43,0.791,MATERIAL
2026-02-05,HM47,0.567,ELEC
2026-02-05,HM50,0.595,MECH
2026-02-05,HM56,1.215,MECH
2026-02-06,HM01,0.96,PLANNED_PM
2026-02-06,HM12,1.176,OPERATOR
2026-02-06,HM13,1.767,ELEC
2026-02-06,HM14,1.559,PLANNED_PM
2026-02-06,HM16,0.736,PLANNED_PM
2026-02-06,HM20,0.942,MATERIAL
2026-02-06,HM25,1.29,PLANNED_PM
2026-02-06,HM30,0.647,MECH
2026-02-06,HM36,0.341,MECH
2026-02-06,HM43,3.183,ELEC
2026-02-06,HM47,0.388,ELEC
2026-02-06,HM50,2.435,MATERIAL
2026-02-06,HM56,0.563,OPERATOR
2026-02-07,HM01,0.899,PLANNED_PM
2026-02-07,HM12,0.888,MATERIAL
2026-02-07,HM13,1.593,MECH
2026-02-07,HM14,1.808,MATERIAL
2026-02-07,HM16,1.179,ELEC
2026-02-07,HM20,0.712,MECH
2026-02-07,HM25,0.7,OPERATOR
2026-02-07,HM30,0.707,MECH
2026-02-07,HM36,1.501,PLANNED_PM
2026-02-07,HM43,1.309,MATERIAL
2026-02-07,HM47,0.429,ELEC
2026-02-07,HM50,1.326,MATERIAL
2026-02-07,HM56,0.508,OPERATOR
2026-02-08,HM01,0.487,MATERIAL
2026-02-08,HM12,1.521,OPERATOR
2026-02-08,HM13,0.679,MATERIAL
2026-02-08,HM14,0.635,OPERATOR
2026-02-08,HM16,0.417,PLANNED_PM
2026-02-08,HM20,1.702,PLANNED_PM
2026-02-08,HM25,0.991,OPERATOR
2026-02-08,HM30,0.507,ELEC
2026-02-08,HM36,0.517,OPERATOR
2026-02-08,HM43,1.792,PLANNED_PM
2026-02-08,HM47,2.834,MATERIAL
2026-02-08,HM50,0.536,ELEC
2026-02-08,HM56,0.612,PLANNED_PM
2026-02-09,HM01,0.554,PLANNED_PM
2026-02-09,HM12,0.58,MATERIAL
2026-02-09,HM13,1.019,OPERATOR
2026-02-09,HM14,0.413,PLANNED_PM
2026-02-09,HM16,0.777,OPERATOR
2026-02-09,HM20,0.872,PLANNED_PM
2026-02-09,HM25,1.104,ELEC
2026-02-09,HM30,1.025,OPERATOR
2026-02-09,HM36,0.842,MATERIAL
2026-02-09,HM43,0.804,PLANNED_PM
2026-02-09,HM47,1.697,ELEC
2026-02-09,HM50,0.695,OPERATOR
2026-02-09,HM56,0.545,ELEC
2026-02-10,HM01,0.998,PLANNED_PM
2026-02-10,HM12,1.184,ELEC
2026-02-10,HM13,1.197,OPERATOR
2026-02-10,HM14,0.831,MECH
2026-02-10,HM16,1.077,MATERIAL
2026-02-10,HM20,0.716,MATERIAL
2026-02-10,HM25,0.461,ELEC
2026-02-10,HM30,1.002,OPERATOR
2026-02-10,HM36,1.518,MECH
2026-02-10,HM43,1.193,ELEC
2026-02-10,HM47,1.163,MATERIAL
2026-02-10,HM50,0.326,PLANNED_PM
2026-02-10,HM56,0.45,OPERATOR
2026-02-11,HM01,0.459,OPERATOR
2026-02-11,HM12,1.635,MATERIAL
2026-02-11,HM13,1.213,PLANNED_PM
2026-02-11,HM14,1.62,OPERATOR
2026-02-11,HM16,0.952,PLANNED_PM
2026-02-11,HM20,1.196,MATERIAL
2026-02-11,HM25,0.805,MATERIAL
2026-02-11,HM30,0.786,PLANNED_PM
2026-02-11,HM36,0.726,OPERATOR
2026-02-11,HM43,1.373,MATERIAL
2026-02-11,HM47,1.523,MATERIAL
2026-02-11,HM50,6.031,OPERATOR
2026-02-11,HM56,0.456,PLANNED_PM
2026-02-12,HM01,0.888,MECH
2026-02-12,HM12,0.384,MECH
2026-02-12,HM13,1.041,OPERATOR
2026-02-12,HM14,0.897,MATERIAL
2026-02-12,HM16,1.211,ELEC
2026-02-12,HM20,1.203,OPERATOR
2026-02-12,HM25,0.854,ELEC
2026-02-12,HM30,0.363,OPERATOR
2026-02-12,HM36,0.775,ELEC
2026-02-12,HM43,0.306,PLANNED_PM
2026-02-12,HM47,1.565,OPERATOR
2026-02-12,HM50,1.615,ELEC
2026-02-12,HM56,0.819,PLANNED_PM
2026-02-13,HM01,5.439,OPERATOR
2026-02-13,HM12,1.147,MATERIAL
2026-02-13,HM13,0.99,OPERATOR
2026-02-13,HM14,2.83,MATERIAL
2026-02-13,HM16,1.355,OPERATOR
2026-02-13,HM20,1.014,MECH
2026-02-13,HM25,0.614,ELEC
2026-02-13,HM30,1.61,MATERIAL
2026-02-13,HM36,1.501,OPERATOR
2026-02-13,HM43,0.623,MECH
2026-02-13,HM47,0.48,PLANNED_PM
2026-02-13,HM50,1.107,OPERATOR
2026-02-13,HM56,1.681,PLANNED_PM
2026-02-14,HM01,0.319,ELEC
2026-02-14,HM12,0.984,OPERATOR
2026-02-14,HM13,1.149,ELEC
2026-02-14,HM14,0.95,ELEC
2026-02-14,HM16,1.422,MECH
2026-02-14,HM20,0.93,MATERIAL
2026-02-14,HM25,0.983,MATERIAL
2026-02-14,HM30,2.998,ELEC
2026-02-14,HM36,0.642,MECH
2026-02-14,HM43,0.677,ELEC
2026-02-14,HM47,0.519,ELEC
2026-02-14,HM50,0.77,MECH
2026-02-14,HM56,3.467,MECH
2026-02-15,HM01,1.186,ELEC
2026-02-15,HM12,0.531,MATERIAL
2026-02-15,HM13,0.455,MATERIAL
2026-02-15,HM14,2.472,ELEC
2026-02-15,HM16,0.996,PLANNED_PM
2026-02-15,HM20,0.461,ELEC
2026-02-15,HM25,0.89,PLANNED_PM
2026-02-15,HM30,0.994,MECH
2026-02-15,HM36,0.744,MATERIAL
2026-02-15,HM43,0.286,MECH
2026-02-15,HM47,1.063,MATERIAL
2026-02-15,HM50,0.788,MECH
2026-02-15,HM56,2.657,MECH
2026-02-16,HM01,0.539,ELEC
2026-02-16,HM12,1.476,ELEC
2026-02-16,HM13,1.308,ELEC
2026-02-16,HM14,1.793,OPERATOR
2026-02-16,HM16,2.183,ELEC
2026-02-16,HM20,0.664,MECH
2026-02-16,HM25,0.623,MECH
2026-02-16,HM30,0.832,OPERATOR
2026-02-16,HM36,0.388,ELEC
2026-02-16,HM43,1.463,MATERIAL
2026-02-16,HM47,2.662,OPERATOR
2026-02-16,HM50,0.539,PLANNED_PM
2026-02-16,HM56,1.23,ELEC
2026-02-17,HM01,0.767,ELEC
2026-02-17,HM12,0.724,MATERIAL
2026-02-17,HM13,1.174,MATERIAL
2026-02-17,HM14,0.945,PLANNED_PM
2026-02-17,HM16,1.037,MECH
2026-02-17,HM20,1.272,MATERIAL
2026-02-17,HM25,3.578,ELEC
2026-02-17,HM30,1.257,MATERIAL
2026-02-17,HM36,0.433,PLANNED_PM
2026-02-17,HM43,1.832,ELEC
2026-02-17,HM47,7.955,MECH
2026-02-17,HM50,0.299,PLANNED_PM
2026-02-17,HM56,0.816,MECH
2026-02-18,HM01,0.959,ELEC
2026-02-18,HM12,1.397,MATERIAL
2026-02-18,HM13,3.549,OPERATOR
2026-02-18,HM14,0.811,MATERIAL
2026-02-18,HM16,0.543,MECH
2026-02-18,HM20,0.787,PLANNED_PM
2026-02-18,HM25,0.438,OPERATOR
2026-02-18,HM30,1.318,MATERIAL
2026-02-18,HM36,2.069,ELEC
2026-02-18,HM43,1.176,MATERIAL
2026-02-18,HM47,1.65,MECH
2026-02-18,HM50,0.569,PLANNED_PM
2026-02-18,HM56,0.846,OPERATOR
2026-02-19,HM01,0.42,MATERIAL
2026-02-19,HM12,0.989,PLANNED_PM
2026-02-19,HM13,1.328,MECH
2026-02-19,HM14,1.157,PLANNED_PM
2026-02-19,HM16,0.506,MECH
2026-02-19,HM20,1.184,MATERIAL
2026-02-19,HM25,0.477,MATERIAL
2026-02-19,HM30,4.626,MECH
2026-02-19,HM36,1.15,MECH
2026-02-19,HM43,5.473,MECH
2026-02-19,HM47,0.608,MECH
2026-02-19,HM50,0.659,ELEC
2026-02-19,HM56,0.797,ELEC
2026-02-20,HM01,0.942,OPERATOR
2026-02-20,HM12,0.582,OPERATOR
2026-02-20,HM13,0.478,ELEC
2026-02-20,HM14,0.904,PLANNED_PM
2026-02-20,HM16,1.001,PLANNED_PM
2026-02-20,HM20,0.984,MATERIAL
2026-02-20,HM25,0.7,ELEC
2026-02-20,HM30,3.927,ELEC
2026-02-20,HM36,2.774,MATERIAL
2026-02-20,HM43,0.401,MECH
2026-02-20,HM47,0.181,OPERATOR
2026-02-20,HM50,0.811,MATERIAL
2026-02-20,HM56,0.42,MECH
2026-02-21,HM01,0.898,MECH
2026-02-21,HM12,0.65,ELEC
2026-02-21,HM13,4.343,ELEC
2026-02-21,HM14,2.294,ELEC
2026-02-21,HM16,0.711,PLANNED_PM
2026-02-21,HM20,0.641,PLANNED_PM
2026-02-21,HM25,2.688,MECH
2026-02-21,HM30,1.336,OPERATOR
2026-02-21,HM36,0.561,ELEC
2026-02-21,HM43,1.821,MECH
2026-02-21,HM47,0.63,MECH
2026-02-21,HM50,0.679,MATERIAL
2026-02-21,HM56,0.298,MATERIAL
2026-02-22,HM01,0.268,PLANNED_PM
2026-02-22,HM12,0.952,ELEC
2026-02-22,HM13,0.857,OPERATOR
2026-02-22,HM14,0.745,OPERATOR
2026-02-22,HM16,0.815,MATERIAL
2026-02-22,HM20,0.58,ELEC
2026-02-22,HM25,0.766,MATERIAL
2026-02-22,HM30,1.057,ELEC
2026-02-22,HM36,1.281,MATERIAL
2026-02-22,HM43,0.733,PLANNED_PM
2026-02-22,HM47,0.582,MECH
2026-02-22,HM50,0.697,MECH
2026-02-22,HM56,2.126,ELEC
2026-02-23,HM01,0.509,OPERATOR
2026-02-23,HM12,0.772,PLANNED_PM
2026-02-23,HM13,0.752,MECH
2026-02-23,HM14,0.531,MECH
2026-02-23,HM16,1.963,MECH
2026-02-23,HM20,0.701,MECH
2026-02-23,HM25,0.943,MATERIAL
2026-02-23,HM30,2.027,ELEC
2026-02-23,HM36,5.884,MATERIAL
2026-02-23,HM43,4.964,MATERIAL
2026-02-23,HM47,0.891,ELEC
2026-02-23,HM50,0.553,MATERIAL
2026-02-23,HM56,0.858,PLANNED_PM
2026-02-24,HM01,1.377,PLANNED_PM
2026-02-24,HM12,0.667,MECH
2026-02-24,HM13,0.717,MECH
2026-02-24,HM14,0.551,MECH
2026-02-24,HM16,0.769,MATERIAL
2026-02-24,HM20,0.84,ELEC
2026-02-24,HM25,0.902,MECH
2026-02-24,HM30,1.156,OPERATOR
2026-02-24,HM36,0.748,ELEC
2026-02-24,HM43,6.048,PLANNED_PM
2026-02-24,HM47,0.745,MATERIAL
2026-02-24,HM50,0.46,PLANNED_PM
